record,prow,pcol,harvester,checks,plot,bloc,entry,r_expt,r_location,loccode,loc,year1,name,source,identity1,v_desc,selection,pedigree,growthstag,headcode,htcm,MicroSD,mmbran,mmch,mmflour,mmmids,notes,notes2,plotlen,plotwid,ppass,ppo,twtg,yieldg,ROI Label,Group,Name,Area of Ground,Area of Plant,Total ROI Area,% Ground Cover,% Plant Cover
373,22,21,0,0,2485,1,37,19 F5-3 LIND,Lind,LIN,2,2019,14X1114-0-0-25,,14X1114,,-25,(XERPHA/X06132-45C),45,cbw,72,1.2,4.79,1,3.06,13.5,,,340.36,5.5,,M,60.41,2030,F05,19 F5-3,2485,1053,2018,3071,0.343,0.657
374,23,21,0,0,2486,1,70,19 F5-3 LIND,Lind,LIN,2,2019,14X1023-0-0-49,,14X1023,,-49,(HS00162-18L-4/X070051-0-0-20C),47,cbw,75,2.5,3.79,2,3.71,10.4,,,355.6,5.5,,M,59.88,1790,E05,19 F5-3,2486,755,2316,3071,0.246,0.754
375,24,21,0,0,2487,1,113,19 F5-3 LIND,Lind,LIN,2,2019,ARS Crescent,,,,,Dusty//MDN sib/Dusty///WA7665/RULO,43,cbw,92,1,3.73,3,5.2,10.8,,,353.06,5.5,,M,61.84,2350,D05,19 F5-3,2487,396,2675,3071,0.129,0.871
376,25,21,0,0,2488,1,55,19 F5-3 LIND,Lind,LIN,2,2019,14X1114-0-0-91,,14X1114,,-91,(XERPHA/X06132-45C),45,cbw,85,1,4.21,4,5.07,11.2,,,360.68,5.5,,M,60.63,2370,C05,19 F5-3,2488,1118,1953,3071,0.364,0.636
377,26,21,0,0,2489,1,51,19 F5-3 LIND,Lind,LIN,2,2019,14X1114-0-0-80,,14X1114,,-80,(XERPHA/X06132-45C),45,cbw,82,0.5,4.28,1,3.94,11.4,,,370.84,5.5,,M,58.64,2230,B05,19 F5-3,2489,1785,1286,3071,0.581,0.419
378,27,21,0,0,2490,1,89,19 F5-3 LIND,Lind,LIN,2,2019,14X1117-0-0-8,,14X1117,,-8,(WA8142-3/X06134-3C),47,caw,103,2,4,2,4.83,11.9,,,358.14,5.5,,D,57.85,2720,A05,19 F5-3,2490,1908,1163,3071,0.621,0.379
379,27,22,0,0,2491,1,118,19 F5-3 LIND,Lind,LIN,2,2019,SY Banks,,,,,,47,lbw,95,2,3.06,3,4.12,10.8,,,345.44,5.5,,D,58.89,2540,A06,19 F5-3,2491,1826,1245,3071,0.595,0.405
380,26,22,0,0,2492,1,41,19 F5-3 LIND,Lind,LIN,2,2019,14X1114-0-0-37,,14X1114,,-37,(XERPHA/X06132-45C),47,caw,78,0.7,3.58,4,5.37,9.48,,,350.52,5.5,,M,58.9,1880,B06,19 F5-3,2492,1746,1325,3071,0.569,0.431
381,25,22,0,0,2493,1,42,19 F5-3 LIND,Lind,LIN,2,2019,14X1114-0-0-45,,14X1114,,-45,(XERPHA/X06132-45C),43,cbw,92,0.5,4.28,1,3.21,11.9,,,347.98,5.5,,D,61.14,2150,C06,19 F5-3,2493,1376,1695,3071,0.448,0.552
382,24,22,0,0,2494,1,86,19 F5-3 LIND,Lind,LIN,2,2019,14X1117-0-0-3,,14X1117,,-3,(WA8142-3/X06134-3C),45,cbw,75,2.1,4.32,2,4.44,11.2,,,340.36,5.5,,M,61.67,2190,D06,19 F5-3,2494,1402,1669,3071,0.457,0.543
383,23,22,0,0,2495,1,94,19 F5-3 LIND,Lind,LIN,2,2019,14X1117-0-0-24,,14X1117,,-24,(WA8142-3/X06134-3C),45,caw,85,2,4.71,3,4.1,11.8,,,355.6,5.5,,D,58.74,1790,E06,19 F5-3,2495,528,2543,3071,0.172,0.828
384,22,22,0,0,2496,1,44,19 F5-3 LIND,Lind,LIN,2,2019,14X1114-0-0-54,,14X1114,,-54,(XERPHA/X06132-45C),43,cbw,80,1.6,3.64,4,4.41,10.5,,,335.28,5.5,,M,60.92,2090,F06,19 F5-3,2496,1256,1815,3071,0.409,0.591
385,21,22,0,0,2497,1,73,19 F5-3 LIND,Lind,LIN,2,2019,14X1023-0-0-71,,14X1023,,-71,(HS00162-18L-4/X070051-0-0-20C),43,cbw,76,1.7,4.06,1,2.99,13.1,,,350.52,5.5,,D,61.28,2060,G06,19 F5-3,2497,319,2752,3071,0.104,0.896
386,20,22,0,0,2498,1,123,19 F5-3 LIND,Lind,LIN,2,2019,Jasper,2019 Freeze Test,WA 8169,SWW,,J950081-0001/Brundage 96 - 2,43,lbw,90,3.2,3.51,2,4.56,8.37,,,353.06,5.5,,L,59.82,2130,H06,19 F5-3,2498,1531,1540,3071,0.499,0.501
387,19,22,0,0,2499,1,109,19 F5-3 LIND,Lind,LIN,2,2019,14X1117-0-0-67,,14X1117,,-67,(WA8142-3/X06134-3C),47,caw,95,3,3.83,3,4.1,11.2,,,340.36,5.5,,D,59.68,1970,I06,19 F5-3,2499,1445,1626,3071,0.471,0.529
388,18,22,0,0,2500,1,21,19 F5-3 LIND,Lind,LIN,2,2019,14X1118-0-0-174,,14X1118,,-174,(WA8142/X20060121-0-37C),47,cbw,82,1.5,3.75,4,4.74,10.1,,,386.08,5.5,,D,58.02,2490,J06,19 F5-3,2500,679,2392,3071,0.221,0.779
389,17,22,0,0,2501,1,5,19 F5-3 LIND,Lind,LIN,2,2019,14X1118-0-0-37,,14X1118,,-37,(WA8142/X20060121-0-37C),47,cbw,80,2.3,3.64,1,4.07,11.5,,,347.98,5.5,,D,58.96,2120,K06,19 F5-3,2501,94,2977,3071,0.031,0.969
390,16,22,0,0,2502,1,115,19 F5-3 LIND,Lind,LIN,2,2019,BRUEHL,2019 SW Winter ALM,SNP1275,WC,,UNA(NS1971)/5/Oasis/4/Luke//Itana/,43,cbw,80,2.2,3.46,2,5.4,10.8,,,368.3,5.5,,D,57.8,2000,L06,19 F5-3,2502,1911,1160,3071,0.622,0.378
391,15,22,0,0,2503,1,92,19 F5-3 LIND,Lind,LIN,2,2019,14X1117-0-0-14,,14X1117,,-14,(WA8142-3/X06134-3C),43,cbw,95,2,3.61,3,4.19,10.5,,,398.78,5.5,,D,60.45,2550,M06,19 F5-3,2503,1698,1373,3071,0.553,0.447
392,14,22,0,0,2504,1,77,19 F5-3 LIND,Lind,LIN,2,2019,14X1023-0-0-76,,14X1023,,-76,(HS00162-18L-4/X070051-0-0-20C),47,cbw,82,1.5,3.46,4,5.51,10.8,,,330.2,5.5,,M,59.45,2230,N06,19 F5-3,2504,994,2077,3071,0.324,0.676
393,13,22,0,0,2505,1,61,19 F5-3 LIND,Lind,LIN,2,2019,14X1114-0-0-105,,14X1114,,-105,(XERPHA/X06132-45C),47,cbw,95,0.5,3.61,1,2.63,10.2,,,424.18,5.5,,D,57.12,2510,O06,19 F5-3,2505,1166,1905,3071,0.38,0.62
394,12,22,0,0,2506,1,124,19 F5-3 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,43,cbw,85,1.2,3.92,2,5.17,11.5,,,350.52,5.5,,D,59.54,2920,P06,19 F5-3,2506,1340,1731,3071,0.436,0.564
395,11,22,0,0,2507,1,81,19 F5-3 LIND,Lind,LIN,2,2019,14X1023-0-0-82,,14X1023,,-82,(HS00162-18L-4/X070051-0-0-20C),47,cbw,97,2,3.76,3,4.41,11.5,,,347.98,5.5,,D,59.59,2290,Q06,19 F5-3,2507,2064,1007,3071,0.672,0.328
396,10,22,0,0,2508,1,33,19 F5-3 LIND,Lind,LIN,2,2019,14X1114-0-0-4,,14X1114,,-4,(XERPHA/X06132-45C),47,cbw,75,0.5,3.86,4,4.93,11,,,383.54,5.5,,D,56.53,2240,R06,19 F5-3,2508,1671,1400,3071,0.544,0.456
397,10,23,0,0,2509,1,16,19 F5-3 LIND,Lind,LIN,2,2019,14X1118-0-0-99,,14X1118,,-99,(WA8142/X20060121-0-37C),47,cbw,75,2,4.23,1,2.64,11.8,,,381,5.5,,M,59.02,1480,R07,19 F5-3,2509,1445,1626,3071,0.471,0.529
398,11,23,0,0,2510,1,32,19 F5-3 LIND,Lind,LIN,2,2019,14X1114-0-0-1,,14X1114,,-1,(XERPHA/X06132-45C),45,cbw,82,2.1,4.38,2,5.17,10.4,,,347.98,5.5,,D,57.63,2370,Q07,19 F5-3,2510,1943,1128,3071,0.633,0.367
399,12,23,0,0,2511,1,22,19 F5-3 LIND,Lind,LIN,2,2019,14X1118-0-0-178,,14X1118,,-178,(WA8142/X20060121-0-37C),49,caw,85,1.9,3.55,3,3.64,10.4,,,350.52,5.5,,D,57.74,1360,P07,19 F5-3,2511,1276,1795,3071,0.415,0.585
400,13,23,0,0,2512,1,34,19 F5-3 LIND,Lind,LIN,2,2019,14X1114-0-0-7,,14X1114,,-7,(XERPHA/X06132-45C),43,clabw,83,1.2,3.37,4,4.67,9.41,,,424.18,5.5,,M,57.73,2700,O07,19 F5-3,2512,719,2352,3071,0.234,0.766
401,14,23,0,0,2513,1,124,19 F5-3 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,43,cbw,82,0.7,3.89,1,3.62,12,,,309.88,5.5,,D,60.42,2350,N07,19 F5-3,2513,1696,1375,3071,0.552,0.448
402,15,23,0,0,2514,1,107,19 F5-3 LIND,Lind,LIN,2,2019,14X1117-0-0-61,,14X1117,,-61,(WA8142-3/X06134-3C),43,caw,80,2.9,4.06,2,4.73,11.3,,,340.36,5.5,,D,59.45,2310,M07,19 F5-3,2514,2116,955,3071,0.689,0.311
403,16,23,0,0,2515,1,116,19 F5-3 LIND,Lind,LIN,2,2019,LCS-HULK,,,,,,47,lbw,85,2.8,4.31,3,4.71,11.5,,,345.44,5.5,,D,58.78,2310,L07,19 F5-3,2515,2162,909,3071,0.704,0.296
404,17,23,0,0,2516,1,49,19 F5-3 LIND,Lind,LIN,2,2019,14X1114-0-0-75,,14X1114,,-75,(XERPHA/X06132-45C),45,caw,99,0.5,3.97,4,4.96,11.5,,,347.98,5.5,,D,59.19,2780,K07,19 F5-3,2516,2134,937,3071,0.695,0.305
405,18,23,0,0,2517,1,28,19 F5-3 LIND,Lind,LIN,2,2019,14X1118-0-0-199,,14X1118,,-199,(WA8142/X20060121-0-37C),47,cbw,73,2,4.41,1,2.93,12.5,,,345.44,5.5,,M,60.13,1820,J07,19 F5-3,2517,1103,1968,3071,0.359,0.641
406,19,23,0,0,2518,1,123,19 F5-3 LIND,Lind,LIN,2,2019,Jasper,2019 Freeze Test,WA 8169,SWW,,J950081-0001/Brundage 96 - 2,45,lbw,75,3.1,3.48,2,4.25,8.19,,,327.66,5.5,,M,59.58,1740,I07,19 F5-3,2518,164,2907,3071,0.053,0.947
407,20,23,0,0,2519,1,62,19 F5-3 LIND,Lind,LIN,2,2019,14X1023-0-0-4,,14X1023,,-4,(HS00162-18L-4/X070051-0-0-20C),47,cbw,87,2.9,4.06,3,4.72,11.7,,,358.14,5.5,,M,60.1,2250,H07,19 F5-3,2519,1643,1428,3071,0.535,0.465
408,21,23,0,0,2520,1,53,19 F5-3 LIND,Lind,LIN,2,2019,14X1114-0-0-85,,14X1114,,-85,(XERPHA/X06132-45C),47,cbw,90,2.9,3.64,4,4.84,9.76,,,342.9,5.5,,M,61.18,2170,G07,19 F5-3,2520,362,2709,3071,0.118,0.882
409,22,23,0,0,2521,1,121,19 F5-3 LIND,Lind,LIN,2,2019,14X1117-0-0-74,,14X1117,,-74,(WA8142-3/X06134-3C),45,cbaw,68,2.3,4.48,1,3.17,13.2,,,332.74,5.5,,D,.,1230,F07,19 F5-3,2521,902,2169,3071,0.294,0.706
410,23,23,0,0,2522,1,75,19 F5-3 LIND,Lind,LIN,2,2019,14X1023-0-0-74,,14X1023,,-74,(HS00162-18L-4/X070051-0-0-20C),43,cbw,68,1.2,3.8,2,4.78,11.8,,,365.76,5.5,,M,60.71,1530,E07,19 F5-3,2522,202,2869,3071,0.066,0.934
411,24,23,0,0,2523,1,85,19 F5-3 LIND,Lind,LIN,2,2019,14X1023-0-0-91,,14X1023,,-91,(HS00162-18L-4/X070051-0-0-20C),43,cbw,66,2.2,3.52,3,4.05,9.77,,,355.6,5.5,,M,58.42,1820,D07,19 F5-3,2523,253,2818,3071,0.082,0.918
412,25,23,0,0,2524,1,9,19 F5-3 LIND,Lind,LIN,2,2019,14X1118-0-0-50,,14X1118,,-50,(WA8142/X20060121-0-37C),47,cbw,85,1.2,3.89,4,4.92,11.1,,,353.06,5.5,,D,59.42,1470,C07,19 F5-3,2524,751,2320,3071,0.245,0.755
413,26,23,0,0,2525,1,60,19 F5-3 LIND,Lind,LIN,2,2019,14X1114-0-0-104,,14X1114,,-104,(XERPHA/X06132-45C),43,cbw,90,0.5,4.36,1,2.93,12.8,,,368.3,5.5,,D,61.08,2760,B07,19 F5-3,2525,735,2336,3071,0.239,0.761
414,27,23,0,0,2526,1,66,19 F5-3 LIND,Lind,LIN,2,2019,14X1023-0-0-38,,14X1023,,-38,(HS00162-18L-4/X070051-0-0-20C),45,cbw,82,2,3.73,2,4.51,11.5,,,365.76,5.5,,M,60.96,2690,A07,19 F5-3,2526,910,2161,3071,0.296,0.704
415,27,24,0,0,2527,1,78,19 F5-3 LIND,Lind,LIN,2,2019,14X1023-0-0-78,,14X1023,,-78,(HS00162-18L-4/X070051-0-0-20C),47,cbw,72,2.1,3.5,3,3.77,10,,,360.68,5.5,,D,58.97,1600,A08,19 F5-3,2527,2077,994,3071,0.676,0.324
416,26,24,0,0,2528,1,71,19 F5-3 LIND,Lind,LIN,2,2019,14X1023-0-0-59,,14X1023,,-59,(HS00162-18L-4/X070051-0-0-20C),47,cbw,87,2.1,3.94,4,4.95,12.6,,,368.3,5.5,,M,61.15,2290,B08,19 F5-3,2528,1612,1459,3071,0.525,0.475
417,25,24,0,0,2529,1,6,19 F5-3 LIND,Lind,LIN,2,2019,14X1118-0-0-42,,14X1118,,-42,(WA8142/X20060121-0-37C),47,cbw,72,3,4.18,1,3.49,13.7,,,345.44,5.5,,D,60.38,1710,C08,19 F5-3,2529,580,2491,3071,0.189,0.811
418,24,24,0,0,2530,1,117,19 F5-3 LIND,Lind,LIN,2,2019,Otto,2019 Freeze Test,Otto,SWW,,Eltan//Madsen/Eltan///Eltan,41,lbw,85,4.5,3.68,2,5,9.69,,,337.82,5.5,,M,60.68,1870,D08,19 F5-3,2530,313,2758,3071,0.102,0.898
419,23,24,0,0,2531,1,8,19 F5-3 LIND,Lind,LIN,2,2019,14X1118-0-0-48,,14X1118,,-48,(WA8142/X20060121-0-37C),47,cbw,65,2.5,3.88,3,5,12.1,,,383.54,5.5,,M,.,1330,E08,19 F5-3,2531,351,2720,3071,0.114,0.886
420,22,24,0,0,2532,1,1,19 F5-3 LIND,Lind,LIN,2,2019,14X1118-0-0-32,,14X1118,,-32,(WA8142/X20060121-0-37C),49,cbw,62,3,3.9,4,5.56,11.1,,,355.6,5.5,,M,.,1160,F08,19 F5-3,2532,617,2454,3071,0.201,0.799
421,21,24,0,0,2533,1,98,19 F5-3 LIND,Lind,LIN,2,2019,14X1117-0-0-36,,14X1117,,-36,(WA8142-3/X06134-3C),45,cbw,85,1.5,4.44,1,4.02,13,,,370.84,5.5,,M,59.35,2110,G08,19 F5-3,2533,305,2766,3071,0.099,0.901
422,20,24,0,0,2534,1,76,19 F5-3 LIND,Lind,LIN,2,2019,14X1023-0-0-75,,14X1023,,-75,(HS00162-18L-4/X070051-0-0-20C),47,cbw,86,2.8,4.07,2,5.23,12.1,,,368.3,5.5,,M,59.24,2230,H08,19 F5-3,2534,153,2918,3071,0.05,0.95
423,19,24,0,0,2535,1,123,19 F5-3 LIND,Lind,LIN,2,2019,Jasper,2019 Freeze Test,WA 8169,SWW,,J950081-0001/Brundage 96 - 2,45,lbw,86,3,3.92,3,5.45,9.82,,,332.74,5.5,,L,59.03,1660,I08,19 F5-3,2535,1153,1918,3071,0.375,0.625
424,18,24,0,0,2536,1,93,19 F5-3 LIND,Lind,LIN,2,2019,14X1117-0-0-23,,14X1117,,-23,(WA8142-3/X06134-3C),47,caw,82,2.5,3.67,4,5.54,11,,,393.7,5.5,,M,58.34,2260,J08,19 F5-3,2536,469,2602,3071,0.153,0.847
425,17,24,0,0,2537,1,13,19 F5-3 LIND,Lind,LIN,2,2019,14X1118-0-0-72,,14X1118,,-72,(WA8142/X20060121-0-37C),49,cbaw,100,1.7,5.03,1,3.07,12.6,,,342.9,5.5,,M,56.91,1510,K08,19 F5-3,2537,726,2345,3071,0.236,0.764
426,16,24,0,0,2538,1,74,19 F5-3 LIND,Lind,LIN,2,2019,14X1023-0-0-73,,14X1023,,-73,(HS00162-18L-4/X070051-0-0-20C),47,cbw,95,2.7,3.76,2,4.18,11.3,,,373.38,5.5,,M,58.08,2630,L08,19 F5-3,2538,1844,1227,3071,0.6,0.4
427,15,24,0,0,2539,1,79,19 F5-3 LIND,Lind,LIN,2,2019,14X1023-0-0-79,,14X1023,,-79,(HS00162-18L-4/X070051-0-0-20C),45,cbw,75,2,4,3,4.28,12.6,,,383.54,5.5,,D,57.9,2510,M08,19 F5-3,2539,1024,2047,3071,0.333,0.667
428,14,24,0,0,2540,1,119,19 F5-3 LIND,Lind,LIN,2,2019,SY Command,,,,,,47,lbw,80,2.2,3.71,4,4.59,9.98,,,299.72,5.5,,D,58.79,1970,N08,19 F5-3,2540,1078,1993,3071,0.351,0.649
429,13,24,0,0,2541,1,20,19 F5-3 LIND,Lind,LIN,2,2019,14X1118-0-0-173,,14X1118,,-173,(WA8142/X20060121-0-37C),47,cbw,82,2,4.5,1,3.43,12.3,,,429.26,5.5,,M,59.57,2170,O08,19 F5-3,2541,2183,888,3071,0.711,0.289
430,12,24,0,0,2542,1,84,19 F5-3 LIND,Lind,LIN,2,2019,14X1023-0-0-90,,14X1023,,-90,(HS00162-18L-4/X070051-0-0-20C),45,cbw,86,1.5,4.25,2,5.23,12.7,,,350.52,5.5,,M,61.39,2150,P08,19 F5-3,2542,618,2453,3071,0.201,0.799
431,11,24,0,0,2543,1,39,19 F5-3 LIND,Lind,LIN,2,2019,14X1114-0-0-32,,14X1114,,-32,(XERPHA/X06132-45C),45,cbw,95,1,3.83,3,4.79,12,,,347.98,5.5,,M,60.37,2600,Q08,19 F5-3,2543,1069,2002,3071,0.348,0.652
432,10,24,0,0,2544,1,124,19 F5-3 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,43,cbw,83,1,3.77,4,5.99,10.8,,,381,5.5,,M,58.5,2470,R08,19 F5-3,2544,1108,1963,3071,0.361,0.639
433,10,25,0,0,2601,1,122,19 F5-4 LIND,Lind,LIN,2,2019,14X1083-0-0-99,,14X1083,,-99,(X06141-1L/X070036-0-0-47C),43,cbw,90,0.5,4.1,1,4.11,12.8,,,378.46,5.5,,M,60.85,2500,R01,19 F5-4,2601,950,2121,3071,0.309,0.691
434,11,25,0,0,2602,1,31,19 F5-4 LIND,Lind,LIN,2,2019,14X1022-0-0-70,,14X1022,,-70,(HS00162-5L-4/X20060123-0-16C),43,cbaw,100,0.9,3.94,2,4.84,10.5,,,335.28,5.5,,M,58.61,1950,Q01,19 F5-4,2602,983,2088,3071,0.32,0.68
435,12,25,0,0,2603,1,48,19 F5-4 LIND,Lind,LIN,2,2019,14X1103-0-0-51,,14X1103,,-0-37-C-0-0-51,(X20060121-0-37C/HS980158-1L),49,caw,88,1.8,4.24,3,5.5,10.1,,,350.52,5.5,,M,60.84,1960,P01,19 F5-4,2603,520,2551,3071,0.169,0.831
436,13,25,0,0,2604,1,111,19 F5-4 LIND,Lind,LIN,2,2019,14X1083-0-0-88,,14X1083,,-88,(X06141-1L/X070036-0-0-47C),45,cbw,68,0.8,3.53,4,5.84,11.1,,,439.42,5.5,,D,60.14,2570,O01,19 F5-4,2604,2081,990,3071,0.678,0.322
437,14,25,0,0,2605,1,96,19 F5-4 LIND,Lind,LIN,2,2019,14X1083-0-0-18,,14X1083,,-18,(X06141-1L/X070036-0-0-47C),47,cbw,72,1.7,4.33,1,3.21,12.5,,,284.48,5.5,,M,61.53,2080,N01,19 F5-4,2605,1726,1345,3071,0.562,0.438
438,15,25,0,0,2606,1,80,19 F5-4 LIND,Lind,LIN,2,2019,14X1103-0-0-146,,14X1103,,-0-37-C-0-0-146,(X20060121-0-37C/HS980158-1L),47,caw,90,2.5,3.91,2,4.96,10.7,,,363.22,5.5,,D,58.83,2320,M01,19 F5-4,2606,1512,1559,3071,0.492,0.508
439,16,25,0,0,2607,1,59,19 F5-4 LIND,Lind,LIN,2,2019,14X1103-0-0-81,,14X1103,,-0-37-C-0-0-81,(X20060121-0-37C/HS980158-1L),47,caw,87,2.2,4.31,3,5.09,10.7,,,340.36,5.5,,M,55.97,2400,L01,19 F5-4,2607,1940,1131,3071,0.632,0.368
440,17,25,0,0,2608,1,27,19 F5-4 LIND,Lind,LIN,2,2019,14X1022-0-0-61,,14X1022,,-61,(HS00162-5L-4/X20060123-0-16C),45,cbw,92,1.3,4.04,4,4.96,11.6,,,340.36,5.5,,M,58.29,2030,K01,19 F5-4,2608,1212,1859,3071,0.395,0.605
441,18,25,0,0,2609,1,119,19 F5-4 LIND,Lind,LIN,2,2019,SY Command,,,,,,47,lbw,85,2.5,4.13,1,3.03,11.2,,,378.46,5.5,,M,59.34,2660,J01,19 F5-4,2609,189,2882,3071,0.062,0.938
442,19,25,0,0,2610,1,68,19 F5-4 LIND,Lind,LIN,2,2019,14X1103-0-0-116,,14X1103,,-0-37-C-0-0-116,(X20060121-0-37C/HS980158-1L),45,cbw,80,2.2,3.82,2,4.91,10,,,330.2,5.5,,D,60.5,1950,I01,19 F5-4,2610,1180,1891,3071,0.384,0.616
443,20,25,0,0,2611,1,12,19 F5-4 LIND,Lind,LIN,2,2019,14X1117-0-0-104,,14X1117,,-104,(WA8142-3/X06134-3C),45,cbw,95,1,4.23,3,4.06,11.4,,,370.84,5.5,,D,59.16,2130,H01,19 F5-4,2611,1362,1709,3071,0.444,0.556
444,21,25,0,0,2612,1,103,19 F5-4 LIND,Lind,LIN,2,2019,14X1083-0-0-59,,14X1083,,-59,(X06141-1L/X070036-0-0-47C),47,cbw,88,1.8,3.99,4,6.15,11.1,,,373.38,5.5,,D,60.94,2180,G01,19 F5-4,2612,407,2664,3071,0.133,0.867
445,22,25,0,0,2613,1,54,19 F5-4 LIND,Lind,LIN,2,2019,14X1103-0-0-75,,14X1103,,-0-37-C-0-0-75,(X20060121-0-37C/HS980158-1L),41,cbw,73,1,4.35,1,3.56,11.8,,,350.52,5.5,,M,59.15,1990,F01,19 F5-4,2613,169,2902,3071,0.055,0.945
446,23,25,0,0,2614,1,124,19 F5-4 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,41,cbw,80,1.3,3.63,2,4.87,10.4,,,368.3,5.5,,M,60.94,1500,E01,19 F5-4,2614,604,2467,3071,0.197,0.803
447,24,25,0,0,2615,1,7,19 F5-4 LIND,Lind,LIN,2,2019,14X1117-0-0-92,,14X1117,,-92,(WA8142-3/X06134-3C),45,cbaw,95,2.1,3.89,3,4.34,11.9,,,332.74,5.5,,D,61.88,2280,D01,19 F5-4,2615,1284,1787,3071,0.418,0.582
448,25,25,0,0,2616,1,101,19 F5-4 LIND,Lind,LIN,2,2019,14X1083-0-0-46,,14X1083,,-46,(X06141-1L/X070036-0-0-47C),43,cbaw,70,0.7,4.07,4,5.6,10.8,,,345.44,5.5,,M,61.97,1630,C01,19 F5-4,2616,1325,1746,3071,0.431,0.569
449,26,25,0,0,2617,1,118,19 F5-4 LIND,Lind,LIN,2,2019,SY Banks,,,,,,45,lbw,80,1.8,3.86,1,2.93,13,,,358.14,5.5,,L,60.03,1940,B01,19 F5-4,2617,2015,1056,3071,0.656,0.344
450,27,25,0,0,2618,1,11,19 F5-4 LIND,Lind,LIN,2,2019,14X1117-0-0-99,,14X1117,,-99,(WA8142-3/X06134-3C),47,caw,85,2.5,3.73,2,4.13,10.5,,,363.22,5.5,,D,60.09,2200,A01,19 F5-4,2618,670,2401,3071,0.218,0.782
451,27,26,0,0,2619,1,2,19 F5-4 LIND,Lind,LIN,2,2019,14X1117-0-0-83,,14X1117,,-83,(WA8142-3/X06134-3C),45,cbaw,85,1.5,4.11,1,2.91,12.3,,,358.14,5.5,,D,60.06,1720,A02,19 F5-4,2619,1414,1657,3071,0.46,0.54
452,26,26,0,0,2620,1,35,19 F5-4 LIND,Lind,LIN,2,2019,14X1103-0-0-3,,14X1103,,-0-37-C-0-0-3,(X20060121-0-37C/HS980158-1L),53,cbaw,83,2.4,3.63,2,4.74,9.25,,,345.44,5.5,,L,60.23,1670,B02,19 F5-4,2620,1115,1956,3071,0.363,0.637
453,25,26,0,0,2621,1,113,19 F5-4 LIND,Lind,LIN,2,2019,ARS Crescent,,,,,Dusty//MDN sib/Dusty///WA7665/RULO,43,cbw,80,1,3.55,3,5.32,10.2,,,340.36,5.5,,M,61.37,2210,C02,19 F5-4,2621,874,2197,3071,0.285,0.715
454,24,26,0,0,2622,1,36,19 F5-4 LIND,Lind,LIN,2,2019,14X1103-0-0-6,,14X1103,,-0-37-C-0-0-6,(X20060121-0-37C/HS980158-1L),47,cbw,90,1.6,3.62,4,4.59,9.88,,,330.2,5.5,,D,60.1,1700,D02,19 F5-4,2622,628,2443,3071,0.204,0.796
455,23,26,0,0,2623,1,72,19 F5-4 LIND,Lind,LIN,2,2019,14X1103-0-0-124,,14X1103,,-0-37-C-0-0-124,(X20060121-0-37C/HS980158-1L),47,caw,75,1.4,3.99,1,3.42,11.3,,,363.22,5.5,,D,59.38,1640,E02,19 F5-4,2623,815,2256,3071,0.265,0.735
456,22,26,0,0,2624,1,58,19 F5-4 LIND,Lind,LIN,2,2019,14X1103-0-0-80,,14X1103,,-0-37-C-0-0-80,(X20060121-0-37C/HS980158-1L),45,cbw,83,3.5,4.08,2,4.75,10.1,,,342.9,5.5,,D,58.42,2070,F02,19 F5-4,2624,1203,1868,3071,0.392,0.608
457,21,26,0,0,2625,1,124,19 F5-4 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,43,cbw,83,1,3.72,3,5.01,10.4,,,368.3,5.5,,M,60.47,2300,G02,19 F5-4,2625,519,2552,3071,0.169,0.831
458,20,26,0,0,2626,1,10,19 F5-4 LIND,Lind,LIN,2,2019,14X1117-0-0-98,,14X1117,,-98,(WA8142-3/X06134-3C),45,cbw,85,2.8,3.77,4,4.87,10.6,,,342.9,5.5,,D,60.42,1920,H02,19 F5-4,2626,988,2083,3071,0.322,0.678
459,19,26,0,0,2627,1,43,19 F5-4 LIND,Lind,LIN,2,2019,14X1103-0-0-33,,14X1103,,-0-37-C-0-0-33,(X20060121-0-37C/HS980158-1L),51,cbw,92,2.2,4.29,1,3.68,11.9,,,347.98,5.5,,M,61.08,1900,I02,19 F5-4,2627,346,2725,3071,0.113,0.887
460,18,26,0,0,2628,1,116,19 F5-4 LIND,Lind,LIN,2,2019,LCS-HULK,,,,,,45,lbw,82,4.3,4.04,2,4.95,11,,,368.3,5.5,,D,.,.,J02,19 F5-4,2628,326,2745,3071,0.106,0.894
461,17,26,0,0,2629,1,110,19 F5-4 LIND,Lind,LIN,2,2019,14X1083-0-0-86,,14X1083,,-86,(X06141-1L/X070036-0-0-47C),43,cbaw,80,0.5,4.02,3,5.53,10.9,,,320.04,5.5,,M,61.25,2330,K02,19 F5-4,2629,191,2880,3071,0.062,0.938
